"atlas","tissue","celltype","method","no_of_markers","loading_time","query_time"
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","seurat-sparseMatrix","1",2.13599999999997,0.0660000000000309
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","loom-1000","1",0.221000000000004,0.353000000000065
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","loom-5000","1",0.173000000000002,0.319999999999936
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","scfind","2",1.01299999999992,0.0199999999999818
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","sce","2",2.15200000000004,0.322999999999865
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","sce-sparseMatrix","2",0.871999999999957,0.369000000000142
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","seurat","2",1.51999999999998,0.303000000000111
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","seurat-sparseMatrix","2",2.13599999999997,0.2650000000001
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","loom-1000","2",0.221000000000004,0.858999999999924
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","loom-5000","2",0.173000000000002,0.323000000000093
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","scfind","3",1.01299999999992,0.0220000000001619
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","sce","3",2.15200000000004,0.394000000000005
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","sce-sparseMatrix","3",0.871999999999957,0.353999999999814
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","seurat","3",1.51999999999998,0.365000000000009
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","seurat-sparseMatrix","3",2.13599999999997,0.364000000000033
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","loom-1000","3",0.221000000000004,0.413999999999987
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","loom-5000","3",0.173000000000002,0.372000000000071
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","scfind","4",1.01299999999992,0.0210000000001855
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","sce","4",2.15200000000004,0.310999999999922
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","sce-sparseMatrix","4",0.871999999999957,0.374000000000024
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","seurat","4",1.51999999999998,0.470000000000027
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","seurat-sparseMatrix","4",2.13599999999997,0.461999999999989
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","loom-1000","4",0.221000000000004,0.364000000000033
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","loom-5000","4",0.173000000000002,0.338999999999942
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","scfind","5",1.01299999999992,0.0209999999999582
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","sce","5",2.15200000000004,0.326999999999998
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","sce-sparseMatrix","5",0.871999999999957,0.351000000000113
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","seurat","5",1.51999999999998,0.587999999999965
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","seurat-sparseMatrix","5",2.13599999999997,0.600000000000136
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","loom-1000","5",0.221000000000004,0.394999999999982
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","loom-5000","5",0.173000000000002,0.422000000000025
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","scfind","6",1.01299999999992,0.0230000000001382
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","sce","6",2.15200000000004,0.309999999999945
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","sce-sparseMatrix","6",0.871999999999957,0.375999999999976
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","seurat","6",1.51999999999998,1.21800000000007
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","seurat-sparseMatrix","6",2.13599999999997,0.730000000000018
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","loom-1000","6",0.221000000000004,0.365000000000009
"TM, FACS","BrainNeurons","BrainNeurons.neuronal stem cell","loom-5000","6",0.173000000000002,0.349999999999909
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","scfind","1",1.01299999999992,0.0209999999999582
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","sce","1",2.15200000000004,0.375
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","sce-sparseMatrix","1",0.871999999999957,0.353999999999814
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","seurat","1",1.51999999999998,0.06899999999996
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","seurat-sparseMatrix","1",2.13599999999997,0.0679999999999836
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","loom-1000","1",0.221000000000004,0.840000000000146
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","loom-5000","1",0.173000000000002,0.322999999999865
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","scfind","2",1.01299999999992,0.0229999999999109
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","sce","2",2.15200000000004,0.315000000000055
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","sce-sparseMatrix","2",0.871999999999957,0.371000000000095
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","seurat","2",1.51999999999998,0.266999999999825
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","seurat-sparseMatrix","2",2.13599999999997,0.271000000000186
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","loom-1000","2",0.221000000000004,0.979000000000269
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","loom-5000","2",0.173000000000002,0.33199999999988
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","scfind","3",1.01299999999992,0.024000000000342
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","sce","3",2.15200000000004,0.385000000000218
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","sce-sparseMatrix","3",0.871999999999957,0.363000000000284
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","seurat","3",1.51999999999998,0.375
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","seurat-sparseMatrix","3",2.13599999999997,0.371999999999844
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","loom-1000","3",0.221000000000004,0.38799999999992
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","loom-5000","3",0.173000000000002,0.332000000000335
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","scfind","4",1.01299999999992,0.0230000000001382
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","sce","4",2.15200000000004,0.329999999999927
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","sce-sparseMatrix","4",0.871999999999957,0.373000000000047
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","seurat","4",1.51999999999998,0.530999999999949
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","seurat-sparseMatrix","4",2.13599999999997,1.03800000000001
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","loom-1000","4",0.221000000000004,0.344000000000051
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","loom-5000","4",0.173000000000002,0.360999999999876
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","scfind","5",1.01299999999992,0.0229999999996835
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","sce","5",2.15200000000004,0.313000000000102
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","sce-sparseMatrix","5",0.871999999999957,0.380999999999858
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","seurat","5",1.51999999999998,0.624000000000251
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","seurat-sparseMatrix","5",2.13599999999997,0.664000000000215
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","loom-1000","5",0.221000000000004,0.347000000000207
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","loom-5000","5",0.173000000000002,0.36200000000008
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","scfind","6",1.01299999999992,0.0219999999999345
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","sce","6",2.15200000000004,0.33199999999988
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","sce-sparseMatrix","6",0.871999999999957,0.358000000000175
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","seurat","6",1.51999999999998,1.19999999999982
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","seurat-sparseMatrix","6",2.13599999999997,0.715000000000146
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","loom-1000","6",0.221000000000004,0.87099999999964
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte","loom-5000","6",0.173000000000002,0.347000000000207
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","scfind","1",1.01299999999992,0.0199999999999818
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","sce","1",2.15200000000004,0.365000000000236
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","sce-sparseMatrix","1",0.871999999999957,0.353999999999814
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","seurat","1",1.51999999999998,0.0670000000000073
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","seurat-sparseMatrix","1",2.13599999999997,0.0670000000000073
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","loom-1000","1",0.221000000000004,0.341999999999643
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","loom-5000","1",0.173000000000002,0.335999999999785
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","scfind","2",1.01299999999992,0.0219999999999345
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","sce","2",2.15200000000004,0.311000000000149
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","sce-sparseMatrix","2",0.871999999999957,0.367000000000189
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","seurat","2",1.51999999999998,0.303000000000338
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","seurat-sparseMatrix","2",2.13599999999997,0.269999999999982
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","loom-1000","2",0.221000000000004,0.869999999999891
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","loom-5000","2",0.173000000000002,0.327000000000226
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","scfind","3",1.01299999999992,0.0210000000001855
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","sce","3",2.15200000000004,0.376000000000204
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","sce-sparseMatrix","3",0.871999999999957,0.356999999999971
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","seurat","3",1.51999999999998,0.367000000000189
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","seurat-sparseMatrix","3",2.13599999999997,0.404999999999745
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","loom-1000","3",0.221000000000004,0.438999999999851
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","loom-5000","3",0.173000000000002,0.349999999999909
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","scfind","4",1.01299999999992,0.0220000000003893
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","sce","4",2.15200000000004,0.317000000000007
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","sce-sparseMatrix","4",0.871999999999957,0.378999999999905
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","seurat","4",1.51999999999998,0.498999999999796
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","seurat-sparseMatrix","4",2.13599999999997,0.480000000000018
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","loom-1000","4",0.221000000000004,0.358000000000175
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","loom-5000","4",0.173000000000002,0.376999999999953
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","scfind","5",1.01299999999992,0.0219999999999345
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","sce","5",2.15200000000004,0.340000000000146
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","sce-sparseMatrix","5",0.871999999999957,0.359000000000378
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","seurat","5",1.51999999999998,0.615999999999985
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","seurat-sparseMatrix","5",2.13599999999997,0.599999999999909
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","loom-1000","5",0.221000000000004,0.878999999999905
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","loom-5000","5",0.173000000000002,0.355000000000018
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","scfind","6",1.01299999999992,0.0210000000001855
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","sce","6",2.15200000000004,0.360999999999876
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","sce-sparseMatrix","6",0.871999999999957,0.373999999999796
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","seurat","6",1.51999999999998,0.701999999999771
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","seurat-sparseMatrix","6",2.13599999999997,0.74599999999964
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","loom-1000","6",0.221000000000004,0.369000000000142
"TM, FACS","BrainNeurons","BrainNeurons.oligodendrocyte precursor cell","loom-5000","6",0.173000000000002,0.349999999999909
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","scfind","1",1.01299999999992,0.0189999999997781
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","sce","1",2.15200000000004,0.335999999999785
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","sce-sparseMatrix","1",0.871999999999957,0.356999999999971
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","seurat","1",1.51999999999998,0.068000000000211
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","seurat-sparseMatrix","1",2.13599999999997,0.068000000000211
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","loom-1000","1",0.221000000000004,0.356999999999971
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","loom-5000","1",0.173000000000002,0.324000000000069
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","scfind","2",1.01299999999992,0.0239999999998872
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","sce","2",2.15200000000004,0.373000000000047
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","sce-sparseMatrix","2",0.871999999999957,0.358000000000175
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","seurat","2",1.51999999999998,0.271999999999935
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","seurat-sparseMatrix","2",2.13599999999997,0.271000000000186
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","loom-1000","2",0.221000000000004,0.338000000000193
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","loom-5000","2",0.173000000000002,0.355000000000018
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","scfind","3",1.01299999999992,0.0219999999999345
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","sce","3",2.15200000000004,0.329999999999927
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","sce-sparseMatrix","3",0.871999999999957,0.359000000000378
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","seurat","3",1.51999999999998,0.380000000000109
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","seurat-sparseMatrix","3",2.13599999999997,0.382000000000062
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","loom-1000","3",0.221000000000004,0.375
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","loom-5000","3",0.173000000000002,0.334000000000287
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","scfind","4",1.01299999999992,0.0209999999997308
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","sce","4",2.15200000000004,0.360999999999876
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","sce-sparseMatrix","4",0.871999999999957,0.356000000000222
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","seurat","4",1.51999999999998,0.510999999999967
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","seurat-sparseMatrix","4",2.13599999999997,0.48299999999972
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","loom-1000","4",0.221000000000004,0.885999999999967
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","loom-5000","4",0.173000000000002,0.358000000000175
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","scfind","5",1.01299999999992,0.0219999999999345
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","sce","5",2.15200000000004,0.36200000000008
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","sce-sparseMatrix","5",0.871999999999957,0.360000000000127
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","seurat","5",1.51999999999998,0.617999999999938
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","seurat-sparseMatrix","5",2.13599999999997,0.613000000000284
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","loom-1000","5",0.221000000000004,0.347999999999956
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","loom-5000","5",0.173000000000002,0.424999999999727
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","scfind","6",1.01299999999992,0.0239999999998872
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","sce","6",2.15200000000004,0.389000000000124
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","sce-sparseMatrix","6",0.871999999999957,0.364000000000033
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","seurat","6",1.51999999999998,1.28600000000006
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","seurat-sparseMatrix","6",2.13599999999997,0.725999999999658
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","loom-1000","6",0.221000000000004,0.36200000000008
"TM, FACS","BrainNeurons","BrainNeurons.smooth muscle cell","loom-5000","6",0.173000000000002,0.346000000000004
"TM, FACS","BrainNeurons","BrainNeurons.unknown","scfind","1",1.01299999999992,0.0210000000001855
"TM, FACS","BrainNeurons","BrainNeurons.unknown","sce","1",2.15200000000004,0.382999999999811
"TM, FACS","BrainNeurons","BrainNeurons.unknown","sce-sparseMatrix","1",0.871999999999957,0.35799999999972
"TM, FACS","BrainNeurons","BrainNeurons.unknown","seurat","1",1.51999999999998,0.06899999999996
"TM, FACS","BrainNeurons","BrainNeurons.unknown","seurat-sparseMatrix","1",2.13599999999997,0.0710000000003674
"TM, FACS","BrainNeurons","BrainNeurons.unknown","loom-1000","1",0.221000000000004,0.871000000000095
"TM, FACS","BrainNeurons","BrainNeurons.unknown","loom-5000","1",0.173000000000002,0.366999999999734
"TM, FACS","BrainNeurons","BrainNeurons.unknown","scfind","2",1.01299999999992,0.0230000000001382
"TM, FACS","BrainNeurons","BrainNeurons.unknown","sce","2",2.15200000000004,0.336999999999989
"TM, FACS","BrainNeurons","BrainNeurons.unknown","sce-sparseMatrix","2",0.871999999999957,0.384000000000015
"TM, FACS","BrainNeurons","BrainNeurons.unknown","seurat","2",1.51999999999998,0.275000000000091
"TM, FACS","BrainNeurons","BrainNeurons.unknown","seurat-sparseMatrix","2",2.13599999999997,0.268000000000029
"TM, FACS","BrainNeurons","BrainNeurons.unknown","loom-1000","2",0.221000000000004,0.351000000000113
"TM, FACS","BrainNeurons","BrainNeurons.unknown","loom-5000","2",0.173000000000002,0.329999999999927
"TM, FACS","BrainNeurons","BrainNeurons.unknown","scfind","3",1.01299999999992,0.0230000000001382
"TM, FACS","BrainNeurons","BrainNeurons.unknown","sce","3",2.15200000000004,0.328999999999724
"TM, FACS","BrainNeurons","BrainNeurons.unknown","sce-sparseMatrix","3",0.871999999999957,0.375
"TM, FACS","BrainNeurons","BrainNeurons.unknown","seurat","3",1.51999999999998,0.392999999999574
"TM, FACS","BrainNeurons","BrainNeurons.unknown","seurat-sparseMatrix","3",2.13599999999997,0.38799999999992
"TM, FACS","BrainNeurons","BrainNeurons.unknown","loom-1000","3",0.221000000000004,0.361000000000331
"TM, FACS","BrainNeurons","BrainNeurons.unknown","loom-5000","3",0.173000000000002,0.376999999999953
"TM, FACS","BrainNeurons","BrainNeurons.unknown","scfind","4",1.01299999999992,0.0229999999996835
"TM, FACS","BrainNeurons","BrainNeurons.unknown","sce","4",2.15200000000004,0.326000000000022
"TM, FACS","BrainNeurons","BrainNeurons.unknown","sce-sparseMatrix","4",0.871999999999957,0.369999999999891
"TM, FACS","BrainNeurons","BrainNeurons.unknown","seurat","4",1.51999999999998,0.485999999999876
"TM, FACS","BrainNeurons","BrainNeurons.unknown","seurat-sparseMatrix","4",2.13599999999997,0.484999999999673
"TM, FACS","BrainNeurons","BrainNeurons.unknown","loom-1000","4",0.221000000000004,0.382999999999811
"TM, FACS","BrainNeurons","BrainNeurons.unknown","loom-5000","4",0.173000000000002,0.360000000000127
"TM, FACS","Colon","Colon.Brush cell of epithelium proper of large intestine","scfind","1",0.980999999999767,0.0230000000001382
"TM, FACS","Colon","Colon.Brush cell of epithelium proper of large intestine","sce","1",1.73100000000022,0.822000000000116
"TM, FACS","Colon","Colon.Brush cell of epithelium proper of large intestine","sce-sparseMatrix","1",1.16499999999996,0.275000000000091
"TM, FACS","Colon","Colon.Brush cell of epithelium proper of large intestine","seurat","1",2.11400000000003,0.0820000000003347
"TM, FACS","Colon","Colon.Brush cell of epithelium proper of large intestine","seurat-sparseMatrix","1",2.29799999999977,0.0830000000000837
"TM, FACS","Colon","Colon.Brush cell of epithelium proper of large intestine","loom-1000","1",0.215000000000146,0.61200000000008
"TM, FACS","Colon","Colon.Brush cell of epithelium proper of large intestine","loom-5000","1",0.195999999999913,0.378999999999905
"TM, FACS","Colon","Colon.Brush cell of epithelium proper of large intestine","scfind","2",0.980999999999767,0.0270000000000437
"TM, FACS","Colon","Colon.Brush cell of epithelium proper of large intestine","sce","2",1.73100000000022,0.246999999999844
