"scfind","CellMarker","Tissue"
0.707224309444427,0.00161059421952814,"Heart"
0.695652186870575,0.0051652891561389,"Heart"
0.677631556987762,0.00901713222265244,"Heart"
0.677551090717316,0.0126063954085112,"Heart"
0.658385097980499,0.0158033352345228,"Heart"
0.637873709201813,0.0773809477686882,"Heart"
0.635379076004028,0.0962230265140533,"Heart"
0.62184876203537,0.16837041079998,"Heart"
0.609756112098694,0.205317571759224,"Heart"
0.606896579265594,0.236003428697586,"Heart"
0.598187327384949,0.259433954954147,"Heart"
0.582716047763824,0.269925624132156,"Heart"
0.576623380184174,0.314835786819458,"Heart"
0.5716952085495,0.171318128705025,"Heart"
0.50539618730545,0.220301553606987,"Heart"
0.479881882667542,0.241330921649933,"Heart"
0.467794865369797,0.276834905147552,"Heart"
0.417368769645691,0.281219512224197,"Heart"
0.410989820957184,0.348243296146393,"Heart"
0.406266033649445,0.350762188434601,"Heart"
0.40623939037323,0.363993555307388,"Heart"
0.406149715185165,0.40623939037323,"Heart"
0.596211373806,0.0452006794512272,"Heart"
0.550198912620544,0.108050622045994,"Heart"
0.546163856983185,0.126169517636299,"Heart"
0.498753100633621,0.128518655896187,"Heart"
0.457275927066803,0.154877305030823,"Heart"
0.449340581893921,0.260813593864441,"Heart"
0.447232097387314,0.261275053024292,"Heart"
0.420865118503571,0.275702208280563,"Heart"
0.420579165220261,0.285131812095642,"Heart"
0.412462085485458,0.287673711776733,"Heart"
0.0810810849070549,0.000428770494181663,"Kidney"
0.070422537624836,0.000687049119733274,"Kidney"
0.0689655169844627,0.000797554152086377,"Kidney"
0.0434782616794109,0.000842341629322618,"Kidney"
0.0416666679084301,0.000947957101743668,"Kidney"
0.0408163256943226,0.00109529029577971,"Kidney"
0.0384615398943424,0.00112384802196175,"Kidney"
0.0384615398943424,0.00112525490112603,"Kidney"
0.0380228161811829,0.00114955741446465,"Kidney"
0.0377358496189117,0.001283147954382,"Kidney"
0.036363635212183,0.00129366107285023,"Kidney"
0.0344827584922314,0.00131252047140151,"Kidney"
0.0338983051478863,0.00134518044069409,"Kidney"
0.0338983051478863,0.00136170210316777,"Kidney"
0.0333333350718021,0.00137622572947294,"Kidney"
0.0327868834137917,0.00139606313314289,"Kidney"
0.0327868834137917,0.00140449439641088,"Kidney"
0.0307692307978868,0.00145503389649093,"Kidney"
0.030303031206131,0.00149889918975532,"Kidney"
0.030303031206131,0.00164095824584365,"Kidney"
0.030303031206131,0.00169945741072297,"Kidney"
0.0298507455736399,0.00174759700894356,"Kidney"
0.0298507455736399,0.00179808563552797,"Kidney"
0.0298507455736399,0.00182149361353368,"Kidney"
0.0298507455736399,0.00188758387230337,"Kidney"
0.0294117648154497,0.0018893611850217,"Kidney"
0.0294117648154497,0.00190930790267885,"Kidney"
0.0294117648154497,0.00193278200458735,"Kidney"
0.028985507786274,0.00197608931921422,"Kidney"
0.028985507786274,0.00197677290998399,"Kidney"
0.028985507786274,0.00208499422296882,"Kidney"
0.0288924556225538,0.00208659353666008,"Kidney"
0.0281690135598183,0.00210439646616578,"Kidney"
0.0281690135598183,0.00220451923087239,"Kidney"
0.0277777779847383,0.00220567965880036,"Kidney"
0.027530362829566,0.00222739716991782,"Kidney"
0.027515722438693,0.00222847750410438,"Kidney"
0.0273972600698471,0.00231366720981896,"Kidney"
0.0273972600698471,0.00234237732365727,"Kidney"
0.0263157896697521,0.00235380651429296,"Kidney"
0.0260972734540701,0.00236286921426654,"Kidney"
0.0256410259753466,0.00236686388961971,"Kidney"
0.025000000372529,0.00244456087239087,"Kidney"
0.025000000372529,0.00248729321174324,"Kidney"
0.0246913582086563,0.0024915907997638,"Kidney"
0.0240963846445084,0.00250371638685465,"Kidney"
0.0240073893219233,0.00253267982043326,"Kidney"
0.0239520967006683,0.00253324885852635,"Kidney"
0.023554602637887,0.0025683359708637,"Kidney"
0.0232558138668537,0.00258899666368961,"Kidney"
0.0227272734045982,0.00259788450784981,"Kidney"
0.0224719103425741,0.00260209594853222,"Kidney"
0.0224719103425741,0.00261194026097655,"Kidney"
0.0222222227603197,0.00264573586173356,"Kidney"
0.0222222227603197,0.00267988746054471,"Kidney"
0.0217835269868374,0.00271186442114413,"Kidney"
0.0217391308397055,0.00277891266159713,"Kidney"
0.020833333954215,0.0028180128429085,"Kidney"
0.020833333954215,0.0028678581584245,"Kidney"
0.0206185560673475,0.00289315986447036,"Kidney"
0.0205479450523853,0.00290310895070434,"Kidney"
0.0202020201832056,0.00290768127888441,"Kidney"
0.01970443315804,0.00294482335448265,"Kidney"
0.0192307699471712,0.00298953661695123,"Kidney"
0.0188679248094559,0.00300225149840117,"Kidney"
0.0188157167285681,0.00301861483603716,"Kidney"
0.0186915881931782,0.00305052427574992,"Kidney"
0.0186915881931782,0.00313075538724661,"Kidney"
0.0186915881931782,0.00313211837783456,"Kidney"
0.0185758508741856,0.00314712827093899,"Kidney"
0.0185185186564922,0.00316848047077656,"Kidney"
0.0183486230671406,0.00319758430123329,"Kidney"
0.0182415172457695,0.00320783373899758,"Kidney"
0.0181818176060915,0.00327667407691479,"Kidney"
0.0180180184543133,0.00339379743672907,"Kidney"
0.0180180184543133,0.00340513722039759,"Kidney"
0.0173913035541773,0.00342687801457942,"Kidney"
0.0173913035541773,0.00348432059399784,"Kidney"
0.0171779152005911,0.00365965231321752,"Kidney"
0.0171232875436544,0.00367926899343729,"Kidney"
0.0169491525739431,0.00369989732280374,"Kidney"
0.0168539322912693,0.00370599119924009,"Kidney"
0.016801854595542,0.00371640967205167,"Kidney"
0.0166666675359011,0.00376606150530279,"Kidney"
0.0165975112468004,0.00380647089332342,"Kidney"
0.0163934417068958,0.00380865321494639,"Kidney"
0.0163934417068958,0.00383785087615252,"Kidney"
0.0162601619958878,0.00385423982515931,"Kidney"
0.01623953320086,0.00385480257682502,"Kidney"
0.0162381585687399,0.0040131863206625,"Kidney"
0.0161290317773819,0.00402504485100508,"Kidney"
0.0161290317773819,0.0040354416705668,"Kidney"
0.0160642564296722,0.00404585292562842,"Kidney"
0.0160000007599592,0.0040866369381547,"Kidney"
0.0159362554550171,0.00409325491636992,"Kidney"
0.0159151181578636,0.00412505446001887,"Kidney"
0.0158730167895555,0.00424259947612882,"Kidney"
0.0158730167895555,0.00430107535794377,"Kidney"
0.015748031437397,0.00430751917883754,"Kidney"
0.0156709104776382,0.00440447777509689,"Kidney"
0.0156657956540585,0.00449141347780824,"Kidney"
0.0155961411073804,0.004525993950665,"Kidney"
0.0155038759112358,0.00463723344728351,"Kidney"
0.0153846153989434,0.00467637367546558,"Kidney"
0.0151636060327291,0.00473877508193254,"Kidney"
0.0151515156030655,0.00479340413585305,"Kidney"
0.015144344419241,0.00480526033788919,"Kidney"
0.0149892931804061,0.00483551900833845,"Kidney"
0.0149355065077543,0.00487245619297028,"Kidney"
0.0148906465619802,0.00492125982418656,"Kidney"
0.0148883378133178,0.00493388576433063,"Kidney"
0.0148148145526648,0.00498753134161234,"Kidney"
0.0148011101409793,0.00501113571226597,"Kidney"
0.0147058824077249,0.00510337622836232,"Kidney"
0.0145985400304198,0.00515995873138309,"Kidney"
0.0145278442651033,0.00517525291070342,"Kidney"
0.0145137878134847,0.00518975034356117,"Kidney"
0.0144404331222177,0.00523802218958735,"Kidney"
0.0142857143655419,0.00525700906291604,"Kidney"
0.0142857143655419,0.00525710545480251,"Kidney"
0.0141843967139721,0.0053050396963954,"Kidney"
0.0140845067799091,0.00535517418757081,"Kidney"
0.0139860138297081,0.00572409853339195,"Kidney"
0.0138888889923692,0.00580762233585119,"Kidney"
0.0138224354013801,0.00580849032849073,"Kidney"
0.0136986300349236,0.00581511948257685,"Kidney"
0.0136518767103553,0.00587814720347524,"Kidney"
0.0136054418981075,0.0058859596028924,"Kidney"
0.0135823432356119,0.0058974358253181,"Kidney"
0.0133766485378146,0.00598951848223805,"Kidney"
0.0133333336561918,0.00602079881355166,"Kidney"
0.0133333336561918,0.00602251850068569,"Kidney"
0.0132450331002474,0.00603419356048107,"Kidney"
0.0131578948348761,0.0061115357093513,"Kidney"
0.0130718955770135,0.00616903137415648,"Kidney"
0.0129107981920242,0.00623960001394153,"Kidney"
0.012741974554956,0.00625574961304665,"Kidney"
0.0126903550699353,0.00643914984539151,"Kidney"
0.0126582281664014,0.00653316313400865,"Kidney"
0.0126315793022513,0.00681301997974515,"Kidney"
0.0126050431281328,0.00682157324627042,"Kidney"
0.0125786159187555,0.00687876204028726,"Kidney"
0.0125391846522689,0.00717918109148741,"Kidney"
0.0125195616856217,0.00720576429739594,"Kidney"
0.0124223604798317,0.0072790295816958,"Kidney"
0.0123456791043282,0.00754124158993363,"Kidney"
0.0123282857239246,0.0075872540473938,"Kidney"
0.0122783072292805,0.00772002013400197,"Kidney"
0.0121951214969158,0.00783886760473251,"Kidney"
0.0121951214969158,0.00822199415415525,"Kidney"
0.0120918974280357,0.00831899046897888,"Kidney"
0.0120030008256435,0.00832639448344707,"Kidney"
0.0119914337992668,0.00841192901134491,"Kidney"
0.0119760483503342,0.00883392244577408,"Kidney"
0.0119641069322824,0.008847382850945,"Kidney"
0.0119225038215518,0.00893898122012615,"Kidney"
0.0118965907022357,0.00916230399161577,"Kidney"
0.0118895955383778,0.00935269426554441,"Kidney"
0.0118343196809292,0.00937988515943289,"Kidney"
0.0116959065198898,0.00940649583935738,"Kidney"
0.011692107655108,0.0096027934923768,"Kidney"
0.0116700204089284,0.00968366675078869,"Kidney"
0.0116279069334269,0.00986031256616116,"Kidney"
0.0116279069334269,0.00996329262852669,"Kidney"
0.0116279069334269,0.010546138510108,"Kidney"
0.0116246892139316,0.0106091722846031,"Kidney"
0.0116031710058451,0.010854272171855,"Kidney"
0.0115718422457576,0.0108904549852014,"Kidney"
0.0115606933832169,0.0110165243968368,"Kidney"
0.0114942528307438,0.0111516183242202,"Kidney"
0.0113960113376379,0.0111672431230545,"Kidney"
0.0111672431230545,0.0115606933832169,"Kidney"
0.0111516183242202,0.0115718422457576,"Kidney"
0.011100385338068,0.0116031710058451,"Kidney"
0.0110803321003914,0.0116246892139316,"Kidney"
0.011067708954215,0.011692107655108,"Kidney"
0.0110165243968368,0.0118965907022357,"Kidney"
0.0109289614483714,0.0120030008256435,"Kidney"
0.0109289614483714,0.0133766485378146,"Kidney"
0.0108904549852014,0.0148906465619802,"Kidney"
0.0108813932165504,0.0149892931804061,"Kidney"
0.0108695654198527,0.0151636060327291,"Kidney"
0.0108695654198527,0.0155961411073804,"Kidney"
0.0108585003763437,0.0156709104776382,"Kidney"
0.010854272171855,0.01623953320086,"Kidney"
0.0107700591906905,0.0166666675359011,"Kidney"
0.010741138830781,0.016801854595542,"Kidney"
0.0107181128114462,0.0182415172457695,"Kidney"
0.0106951873749495,0.0188157167285681,"Kidney"
0.0106951873749495,0.0217835269868374,"Kidney"
0.0106100793927908,0.023554602637887,"Kidney"
0.0106091722846031,0.0260972734540701,"Kidney"
0.0105820102617145,0.027515722438693,"Kidney"
0.0105820102617145,0.027530362829566,"Kidney"
0.123505979776382,0.000565930968150496,"Kidney"
0.118959106504917,0.000600781000684947,"Kidney"
0.11472275853157,0.000633312214631587,"Kidney"
0.104575164616108,0.000666666659526527,"Kidney"
0.10065646469593,0.000678963493555784,"Kidney"
0.0928269997239113,0.000685694685671479,"Kidney"
0.0901639237999916,0.000713775865733624,"Kidney"
0.0864197537302971,0.000767459685448557,"Kidney"
0.0847457647323608,0.000796178355813026,"Kidney"
0.0783132538199425,0.00080840743612498,"Kidney"
0.0781476125121117,0.00081913493340835,"Kidney"
0.0722891539335251,0.000821018067654222,"Kidney"
0.0709219872951508,0.000925497442949563,"Kidney"
0.0679468214511871,0.000960522564128041,"Kidney"
0.06593406945467,0.000977039569988847,"Kidney"
0.0638297870755196,0.000988752930425107,"Kidney"
0.062176164239645,0.00102197239175439,"Kidney"
0.0590717308223248,0.00104076322168112,"Kidney"
0.057644110172987,0.00106134579982609,"Kidney"
0.0547112450003624,0.001072529819794,"Kidney"
0.0518134720623493,0.00108357041608542,"Kidney"
0.0516605153679848,0.00109729333780706,"Kidney"
0.0506329126656055,0.00110987795051187,"Kidney"
0.0504201650619507,0.00114656984806061,"Kidney"
0.0503144636750221,0.00115975644439459,"Kidney"
0.048387099057436,0.00117154803592712,"Kidney"
0.0472972989082336,0.00118413264863193,"Kidney"
0.0456852801144123,0.00119877129327506,"Kidney"
0.044188279658556,0.0012341869296506,"Kidney"
0.044088177382946,0.00125944579485804,"Kidney"
0.0434056743979454,0.0012732770992443,"Kidney"
0.0418848171830177,0.00130624091252685,"Kidney"
0.0417754575610161,0.00133130478207022,"Kidney"
0.0406320542097092,0.00135531963314861,"Kidney"
0.0404040403664112,0.00136534299235791,"Kidney"
0.0400616340339184,0.00136908155400306,"Kidney"
0.0396039597690105,0.00146735145244747,"Kidney"
0.0376175567507744,0.00146938778925687,"Kidney"
0.0372670814394951,0.00149742630310357,"Kidney"
0.0365853682160378,0.00152226304635406,"Kidney"
0.0365659780800343,0.00155959441326559,"Kidney"
0.036529678851366,0.00156770530156791,"Kidney"
0.0361445769667625,0.00161262461915612,"Kidney"
0.0357142873108387,0.00163989199791104,"Kidney"
0.0344827584922314,0.00169587344862521,"Kidney"
0.0342205315828323,0.00172028213273734,"Kidney"
0.0332829020917416,0.00174811296164989,"Kidney"
0.032967034727335,0.00176834664307535,"Kidney"
0.0324324332177639,0.00177128310315311,"Kidney"
0.0324214808642864,0.00184757506940514,"Kidney"
0.031620554625988,0.00186988711357117,"Kidney"
0.0311890840530396,0.00188525125849992,"Kidney"
0.0300300307571888,0.00188857410103083,"Kidney"
0.0298507455736399,0.00191052374430001,"Kidney"
0.0298305079340935,0.00196832790970802,"Kidney"
0.0296296291053295,0.00211438839323819,"Kidney"
0.0295358654111624,0.00213732291013002,"Kidney"
0.028985507786274,0.00220126938074827,"Kidney"
0.0281690135598183,0.00220205774530768,"Kidney"
0.0281690135598183,0.00266429828479886,"Kidney"
0.0279069785028696,0.00271479575894773,"Kidney"
0.0277777779847383,0.00277777784503996,"Kidney"
0.0277777779847383,0.00282060913741589,"Kidney"
0.0277777779847383,0.00317796599119902,"Kidney"
0.0275482106953859,0.00320384465157986,"Kidney"
0.0273972600698471,0.00751879718154669,"Kidney"
0.412371128797531,0.00032195751555264,"Kidney"
0.327586203813553,0.000378071825252846,"Kidney"
0.32323232293129,0.000437234964920208,"Kidney"
0.316831678152084,0.000471031555207446,"Kidney"
0.289855092763901,0.000540979148354381,"Kidney"
0.227979257702827,0.00055417011026293,"Kidney"
0.226190492510796,0.000592900032643229,"Kidney"
0.192592605948448,0.000720980518963188,"Kidney"
0.188034176826477,0.000791243568528444,"Kidney"
0.17910447716713,0.000799254048615694,"Kidney"
0.133333340287209,0.000803212868049741,"Kidney"
0.112956821918488,0.000874508114065975,"Kidney"
0.111111111938953,0.000982449855655432,"Kidney"
0.110476195812225,0.00104849284980446,"Kidney"
0.109890103340149,0.00106007070280612,"Kidney"
0.0979689359664917,0.00108049705158919,"Kidney"
0.0945121943950653,0.00110741972457618,"Kidney"
0.09375,0.00113106181379408,"Kidney"
0.0935672521591187,0.0012113869888708,"Kidney"
0.0930232554674149,0.00130146706942469,"Kidney"
0.0892857164144516,0.00135719741228968,"Kidney"
0.0833333358168602,0.00138780463021249,"Kidney"
0.0813214704394341,0.00153124704957008,"Kidney"
0.0808080807328224,0.00157377042341977,"Kidney"
0.0796812772750854,0.00162156682927161,"Kidney"
0.074866309762001,0.00169491523411125,"Kidney"
0.070175439119339,0.00171526591293514,"Kidney"
0.0675105452537537,0.00172043009661138,"Kidney"
0.0663716793060303,0.00191717781126499,"Kidney"
0.0618336834013462,0.00195121951401234,"Kidney"
0.0591397807002068,0.00198070961050689,"Kidney"
0.0579710155725479,0.00200380710884929,"Kidney"
0.0567375868558884,0.00207588518969715,"Kidney"
0.0563380271196365,0.00212483410723507,"Kidney"
0.0558002926409245,0.00216526375152171,"Kidney"
0.0557377077639103,0.00234741787426174,"Kidney"
0.0555555559694767,0.00257253111340106,"Kidney"
0.0547945201396942,0.00289409421384335,"Kidney"
0.0520094595849514,0.00297566945664585,"Kidney"
0.0512820519506931,0.00354086724109948,"Kidney"
0.048387099057436,0.00369635131210089,"Kidney"
0.0462962985038757,0.00381460948847234,"Kidney"
0.046046044677496,0.00395517470315099,"Kidney"
0.0459016412496567,0.0040816324763,"Kidney"
0.0434782616794109,0.00419422471895814,"Kidney"
0.0423504523932934,0.00424628471955657,"Kidney"
0.0416666679084301,0.00445859879255295,"Kidney"
0.0415944531559944,0.00450595421716571,"Kidney"
0.0410958901047707,0.00461183721199632,"Kidney"
0.0392156876623631,0.00463499408215284,"Kidney"
0.0384615398943424,0.00478423107415438,"Kidney"
0.0384615398943424,0.00577849103137851,"Kidney"
0.0373831763863564,0.00598712731152773,"Kidney"
0.0357142873108387,0.00610920181497931,"Kidney"
0.0325203239917755,0.00658823549747467,"Kidney"
0.0305206459015608,0.00724759791046381,"Kidney"
0.0304627995938063,0.00991080328822136,"Kidney"
0.030303031206131,0.0103866122663021,"Kidney"
0.0299194473773241,0.0119999991729856,"Kidney"
0.0287769790738821,0.0162443146109581,"Kidney"
0.0285714287310839,0.0172413792461157,"Kidney"
0.0281690135598183,0.017804155126214,"Kidney"
0.0281690135598183,0.0219178088009357,"Kidney"
0.0281690135598183,0.0237068962305784,"Kidney"
0.0273972600698471,0.0242057479918003,"Kidney"
0.0272727254778147,0.0242914985865355,"Kidney"
0.0270270276814699,0.0423504523932934,"Kidney"
0.0267782434821129,0.109890103340149,"Kidney"
0.0260824207216501,0.110476195812225,"Kidney"
0.0254416968673468,0.226190492510796,"Kidney"
0.0253164563328028,0.316831678152084,"Kidney"
0.508422672748566,0.00657960306853056,"Kidney"
0.504298031330109,0.00877192988991737,"Kidney"
0.476923108100891,0.0110511435195804,"Kidney"
0.464534044265747,0.0124049428850412,"Kidney"
0.461893767118454,0.0125336768105626,"Kidney"
0.455525606870651,0.0125359697267413,"Kidney"
0.431818187236786,0.012662798166275,"Kidney"
0.411627918481827,0.0129813933745027,"Kidney"
0.381260097026825,0.0130315246060491,"Kidney"
0.36756756901741,0.0131627507507801,"Kidney"
0.364640891551971,0.0134955607354641,"Kidney"
0.363021403551102,0.0165667794644833,"Kidney"
0.353398054838181,0.0173275582492352,"Kidney"
0.343225806951523,0.0174795594066381,"Kidney"
0.336016088724136,0.0178235098719597,"Kidney"
0.33186811208725,0.0187969915568829,"Kidney"
0.32688170671463,0.0189233291894197,"Kidney"
0.321361035108566,0.0189770888537169,"Kidney"
0.320486813783646,0.0191525872796774,"Kidney"
0.318766087293625,0.0196351129561663,"Kidney"
0.31318137049675,0.021008063107729,"Kidney"
0.302788853645325,0.0212069228291512,"Kidney"
0.30209481716156,0.0214627310633659,"Kidney"
0.299727529287338,0.0223537143319845,"Kidney"
0.28035044670105,0.0227761063724756,"Kidney"
0.272357732057571,0.024317616596818,"Kidney"
0.266304343938828,0.0263080969452858,"Kidney"
0.264705896377563,0.0276332888752222,"Kidney"
0.261635214090347,0.029020557180047,"Kidney"
0.26070037484169,0.0293724946677685,"Kidney"
0.258690387010574,0.0297010615468025,"Kidney"
0.257703095674515,0.0322399251163006,"Kidney"
0.254295527935028,0.0323701910674572,"Kidney"
0.25,0.0329416915774345,"Kidney"
0.249457702040672,0.0333919152617455,"Kidney"
0.248091593384743,0.033851470798254,"Kidney"
0.239053249359131,0.0338604673743248,"Kidney"
0.234927237033844,0.0352579653263092,"Kidney"
0.234567910432816,0.0353697761893272,"Kidney"
0.232954531908035,0.0360038913786411,"Kidney"
0.230366498231888,0.0363043993711472,"Kidney"
0.225274726748466,0.0370287746191025,"Kidney"
0.223161458969116,0.0411884933710098,"Kidney"
0.220609590411186,0.0412280708551407,"Kidney"
0.215246647596359,0.0423575788736343,"Kidney"
0.214689254760742,0.0427659936249256,"Kidney"
0.212389379739761,0.0469268038868904,"Kidney"
0.21016950905323,0.0469432324171066,"Kidney"
0.210023865103722,0.0480769239366055,"Kidney"
0.209944754838943,0.0484429039061069,"Kidney"
0.206549108028412,0.0503767468035221,"Kidney"
0.204316541552544,0.0555041581392288,"Kidney"
0.201030924916267,0.0569815151393414,"Kidney"
0.199074074625969,0.0620708540081978,"Kidney"
0.198347106575966,0.0644283145666122,"Kidney"
0.198270902037621,0.0669603571295738,"Kidney"
0.193348810076714,0.0684188604354858,"Kidney"
0.191082805395126,0.068584717810154,"Kidney"
0.190082639455795,0.0773684233427048,"Kidney"
0.187793433666229,0.0780669152736664,"Kidney"
0.186335399746895,0.0863228738307953,"Kidney"
0.181926995515823,0.09529148042202,"Kidney"
0.179954439401627,0.0957178920507431,"Kidney"
0.178743943572044,0.0985452830791473,"Kidney"
0.17585301399231,0.101914763450623,"Kidney"
0.174436092376709,0.103143416345119,"Kidney"
0.173333331942558,0.105764143168926,"Kidney"
0.172088146209717,0.107142858207226,"Kidney"
0.172084137797356,0.108024686574936,"Kidney"
0.169265016913414,0.113994434475899,"Kidney"
0.167192429304123,0.114817693829536,"Kidney"
0.165694281458855,0.123195379972458,"Kidney"
0.16556915640831,0.129452303051949,"Kidney"
0.164383575320244,0.135483875870705,"Kidney"
0.164116814732552,0.13650307059288,"Kidney"
0.163366332650185,0.143744453787804,"Kidney"
0.162921354174614,0.153448268771172,"Kidney"
0.161550894379616,0.15680880844593,"Kidney"
0.15954415500164,0.156892612576485,"Kidney"
0.159010604023933,0.158134251832962,"Kidney"
0.15861214697361,0.161550894379616,"Kidney"
0.158134251832962,0.167192429304123,"Kidney"
0.156892612576485,0.172088146209717,"Kidney"
0.15680880844593,0.173333331942558,"Kidney"
0.153448268771172,0.17585301399231,"Kidney"
0.152803465723991,0.181926995515823,"Kidney"
0.151848152279854,0.186335399746895,"Kidney"
0.151447653770447,0.190082639455795,"Kidney"
0.15089163184166,0.193348810076714,"Kidney"
0.144578322768211,0.198347106575966,"Kidney"
0.143744453787804,0.209944754838943,"Kidney"
0.141804784536362,0.214689254760742,"Kidney"
0.141666665673256,0.220609590411186,"Kidney"
0.141119226813316,0.239053249359131,"Kidney"
0.140786737203598,0.266304343938828,"Kidney"
0.137288138270378,0.28035044670105,"Kidney"
0.137065634131432,0.30209481716156,"Kidney"
0.13650307059288,0.31318137049675,"Kidney"
0.135714292526245,0.33186811208725,"Kidney"
0.135483875870705,0.336016088724136,"Kidney"
0.133848130702972,0.343225806951523,"Kidney"
0.133466139435768,0.353398054838181,"Kidney"
0.129452303051949,0.363021403551102,"Kidney"
0.129032254219055,0.364640891551971,"Kidney"
0.128272250294685,0.381260097026825,"Kidney"
0.124113485217094,0.411627918481827,"Kidney"
0.123595505952835,0.461893767118454,"Kidney"
0.123195379972458,0.464534044265747,"Kidney"
0.119536124169827,0.476923108100891,"Kidney"
0.119047626852989,0.504298031330109,"Kidney"
0.11825192719698,0.508422672748566,"Kidney"
0.0625,0.0115532735362649,"Liver"
0.554699540138245,0.042877558618784,"Liver"
0.477905094623566,0.0462776683270931,"Liver"
0.370672106742859,0.0489795878529549,"Liver"
0.313691526651382,0.0726755931973457,"Liver"
0.307561606168747,0.0769434869289398,"Liver"
0.280303031206131,0.0805467441678047,"Liver"
0.236472934484482,0.103389829397202,"Liver"
0.22842638194561,0.116438359022141,"Liver"
0.226685807108879,0.1756272315979,"Liver"
0.226299688220024,0.307561606168747,"Liver"
0.224422454833984,0.554699540138245,"Liver"
0.795454621315002,0.0184714216738939,"Liver"
0.794871807098389,0.0305247753858566,"Liver"
0.776998579502106,0.0790436714887619,"Liver"
0.767650842666626,0.0814479663968086,"Liver"
0.763127148151398,0.0961693003773689,"Liver"
0.741190850734711,0.200922265648842,"Liver"
0.735930740833282,0.216824635863304,"Liver"
0.732846736907959,0.237665474414825,"Liver"
0.718078434467316,0.302119463682175,"Liver"
0.716339886188507,0.333762347698212,"Liver"
0.709424078464508,0.352883189916611,"Liver"
0.706027030944824,0.547304153442383,"Liver"
0.340740740299225,0.00822530221194029,"Liver"
0.320284694433212,0.0102863507345319,"Liver"
0.319444447755814,0.0653594732284546,"Liver"
0.27118644118309,0.320284694433212,"Liver"
0.104627773165703,0.00615739868953824,"Liver"
0.100000001490116,0.0541237108409405,"Liver"
0.0955631360411644,0.0645161271095276,"Liver"
0.369230777025223,0.00258765672333539,"Lung"
0.34375,0.0091623030602932,"Lung"
0.32432433962822,0.0105212824419141,"Lung"
0.320987671613693,0.0157618205994368,"Lung"
0.319999992847443,0.0166964810341597,"Lung"
0.276595741510391,0.0170357748866081,"Lung"
0.260869562625885,0.0204081628471613,"Lung"
0.247619032859802,0.0215550418943167,"Lung"
0.243902444839478,0.0283687934279442,"Lung"
0.242424249649048,0.0391608364880085,"Lung"
0.240000009536743,0.0392706878483295,"Lung"
0.238805964589119,0.0594479851424694,"Lung"
0.235294118523598,0.060606062412262,"Lung"
0.235294118523598,0.0746666640043259,"Lung"
0.222222223877907,0.0812499970197678,"Lung"
0.222222223877907,0.0843373537063599,"Lung"
0.222222223877907,0.08588957041502,"Lung"
0.214876025915146,0.13397128880024,"Lung"
0.210526317358017,0.145454540848732,"Lung"
0.204379558563232,0.169934645295143,"Lung"
0.201834857463837,0.193103462457657,"Lung"
0.15384615957737,0.000658234930597246,"Lung"
0.0971659868955612,0.000693914305884391,"Lung"
0.0803571417927742,0.000862812798004597,"Lung"
0.0799999982118607,0.000870321993716061,"Lung"
0.0707395449280739,0.0011268398957327,"Lung"
0.0689655169844627,0.00118150934576988,"Lung"
